id,pond,date,elodeastatus,latitude,longitude,trophicposition,kingdom,phylum,order ,family,genus,species,no.indiv,sampletype,lengthmm,dC13,dN15,CNratio,notes
0340,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,25,,,,
0341,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,9,,,,
0342,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,22,,,,
0343,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,25,,,,
0344,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,15,,,,
0345,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,10,,,,
0346,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,9,,,,
0347,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,6,,,,
0348,SWN,08/07/19,elodea,60.432306,-145.300406,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,fish leech with blood goop
0349,SWN,08/07/19,elodea,60.432306,-145.300406,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0350,SWN,08/07/19,elodea,60.432306,-145.300406,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0351,SWN,08/07/19,elodea,60.432306,-145.300406,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0352,WGN,08/06/19,elodea,60.514908,-145.572265,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,"found day after on kayak, still alive"
0353,WGN,08/06/19,elodea,60.514908,-145.572265,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0354,STB,08/05/19,native,60.515863,-145.577063,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0355,WCW,08/14/19,elodea,60.493083,-145.674758,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0356,WCW,08/14/19,elodea,60.493083,-145.674758,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0357,WCW,08/14/19,elodea,60.493083,-145.674758,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0358,WCW,08/14/19,elodea,60.493083,-145.674758,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0359,WCW,08/14/19,elodea,60.493083,-145.674758,parasite,Animalia,Annelida,Hirudinea,N/A,N/A,N/A,,,,,,,
0360,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,2,multi.indiv,26,,,,
0361,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,23,,,,
0362,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,21,,,,
0363,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,23,,,,
0365,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,22,,,,
0366,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,20,,,,
0367,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,13,,,,
0368,STB,08/15/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,2,multi.indiv,10,,,,
0369,STB,08/15/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,2,multi.indiv,6,,,,
0370,STB,08/15/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,26,,,,
0371,STB,08/15/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,21,,,,
0372,STB,08/15/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,24,,,,
0373,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,22,,,,
0374,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,22,,,,
0375,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,2,multi.indiv,10,,,,
0376,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,22,,,,
0377,WCW,08/14/19,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,3,multi.indiv,7,,,,
0378,WCW,08/14/19,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,2,multi.indiv,11,,,,
0379,WCW,08/14/19,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,2,multi.indiv,15,,,,
0380,WCW,08/14/19,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,2,multi.indiv,21,,,,
0381,WCW,08/14/19,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Zygoptera,N/A,N/A,N/A,,,22,,,,
0382,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,14,,,,
0383,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,12,,,,
0384,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,9,,,,
0385,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,9,,,,
0386,SWN,08/07/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Coleoptera,Gyrinidae,N/A,N/A,,,7,,,,
0387,SWN,08/07/19,elodea,60.432306,-145.300406,herbivore,Animalia,Arthropoda,Coleoptera,Haliplidae,N/A,N/A,2,multi.indiv,5,,,,
0388,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,3,multi.indiv,9,,,,
0389,PCH,08/08/19,native,60.440322,-145.313054,detritivore,Animalia,Arthropoda,Diptera,Dixidae,N/A,N/A,,,6,,,,
0390,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,3,multi.indiv,5,,,,
0391,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,3,multi.indiv,5,,,,
0392,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,8,,,,
0393,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,8,,,,
0394,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,9,,,,
0395,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,,,9,,,,
0396,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Coleoptera,Dytiscidae,N/A,N/A,2,multi.indiv,7,,,,
0397,WGN,08/06/19,elodea,60.514908,-145.572265,herbivore,Animalia,Arthropoda,Coleoptera,Haliplidae,N/A,N/A,3,multi.indiv,,,,,
0398,WGN,08/06/19,elodea,60.514908,-145.572265,herbivore,Animalia,Arthropoda,Coleoptera,Haliplidae,N/A,N/A,3,multi.indiv,,,,,
0399,WGN,08/06/19,elodea,60.514908,-145.572265,herbivore,Animalia,Arthropoda,Coleoptera,Haliplidae,N/A,N/A,3,multi.indiv,,,,,
0400,WGN,08/06/19,elodea,60.514908,-145.572265,herbivore,Animalia,Arthropoda,Coleoptera,Haliplidae,N/A,N/A,2,multi.indiv,,,,,
0401,WGN,08/06/19,elodea,60.514908,-145.572265,detritivore,Animalia,Arthropoda,Diptera,Dixidae,N/A,N/A,2,multi.indiv,,,,,
0402,STB,08/05/19,native,60.515863,-145.577063,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,4,multi.indiv,,,,,
0403,WGN,08/06/19,elodea,60.514908,-145.572265,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,2,multi.indiv,,,,,
0404,PCH,08/08/19,native,60.440322,-145.313054,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,3,multi.indiv,,,,,Rep 1
0405,PCH,08/08/19,native,60.440322,-145.313054,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,3,multi.indiv,,,,,Rep 2
0406,SWN,08/07/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,10,multi.indiv,,,,,Rep 1
0407,SWN,08/07/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,5,multi.indiv,,,,,Rep 2
0408,SWN,08/07/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,5,multi.indiv,,,,,Rep 3
0409,SWN,08/07/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,6,multi.indiv,,,,,Rep 4
0410,SWN,08/07/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Amphipoda,N/A,N/A,N/A,6,multi.indiv,,,,,Rep 5
0411,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropod,Araneae,N/A,N/A,N/A,,,3,,,,
0412,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropod,Araneae,N/A,N/A,N/A,2,multi.indiv,2,,,,
0413,SWN,08/07/19,elodea,60.432306,-145.300406,predator,Animalia,Arthropod,Araneae,N/A,N/A,N/A,2,multi.indiv,1,,,,
0414,EYS,08/13/19,native,60.477,-145.683,detritivore,Animalia,Arthropoda,Acari,N/A,N/A,N/A,6,multi.indiv,1,,,,Brown and light brown in color
0415,EYS,08/14/19,native,60.477,-145.683,detritivore,Animalia,Arthropoda,Acari,N/A,N/A,N/A,8,multi.indiv,1,,,,Brown and light brown in color
0416,EYS,08/15/19,native,60.477,-145.683,detritivore,Animalia,Arthropoda,Acari,N/A,N/A,N/A,4,multi.indiv,2,,,,Red in color
0417,EYS,08/16/19,native,60.477,-145.683,detritivore,Animalia,Arthropoda,Acari,N/A,N/A,N/A,4,multi.indiv,2,,,,Red in color
0418,SWN,08/07/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Acari,N/A,N/A,N/A,5,multi.indiv,1,,,,
0419,SWN,08/08/19,elodea,60.432306,-145.300406,detritivore,Animalia,Arthropoda,Acari,N/A,N/A,N/A,4,multi.indiv,1,,,,
