Row,Identifier 1,Identifier 2,Comment,Preparation,Type,Amount,Peak Nr,Ref  Name,Start,Rt,End,Width,Sample Dilution,Amt%,Area All,Ampl  44,Ampl  28,d 13C/12C,d 15N/14N,Date,Time,Area 28,Area 44
43,protein,,,,Sample,0.465,6,CO2_zero,356.8,366.2,372,15.3,87,,33.883,3925,,-12.822,,10/23/19,19:00:27,,33.352
43,protein,,,,Sample,0.465,7,CO2_zero,376.6,386,391.9,15.3,87,,34.043,3920,,-12.768,,10/23/19,19:00:27,,33.51
43,protein,,,,Sample,0.465,8,CO2_zero,396.5,405.9,411.7,15.3,87,,34.035,3918,,-12.8,,10/23/19,19:00:27,,33.502
44,peach,,,,Sample,1.486,1,N2 Lab.Tank,38,47.7,50.4,12.3,0,,59.948,,6848,,-0.876,10/23/19,19:09:08,59.383,
44,peach,,,,Sample,1.486,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.198,,6863,,-1.076,10/23/19,19:09:08,59.632,
44,peach,,,,Sample,1.486,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.427,,6867,,-1.19,10/23/19,19:09:08,59.859,
44,peach,,,,Sample,1.486,4,N2 Lab.Tank,139.2,166.4,213.4,74.2,0,,46.417,,2081,,0.894,10/23/19,19:09:08,45.976,
44,peach,,,,Sample,1.486,5,CO2_zero,218,266.5,339.6,121.6,87,,128.755,5097,,-25.63,,10/23/19,19:09:08,,126.754
44,peach,,,,Sample,1.486,6,CO2_zero,356.8,366.2,372.4,15.7,87,,33.9,3924,,-12.864,,10/23/19,19:09:08,,33.369
44,peach,,,,Sample,1.486,7,CO2_zero,376.6,386,392.1,15.5,87,,34.117,3924,,-12.832,,10/23/19,19:09:08,,33.582
44,peach,,,,Sample,1.486,8,CO2_zero,396.7,408.2,414.2,17.6,87,,43.04,3924,,-12.8,,10/23/19,19:09:08,,42.366
45,peach,,,,Sample,1.452,1,N2 Lab.Tank,37.8,47.7,50.4,12.5,0,,60.099,,6852,,-0.897,10/23/19,19:17:49,59.531,
45,peach,,,,Sample,1.452,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.253,,6861,,-1.046,10/23/19,19:17:49,59.685,
45,peach,,,,Sample,1.452,3,N2 Lab.Tank,78.8,87.4,90.3,11.5,0,,52.977,,6871,,-1.19,10/23/19,19:17:49,52.478,
45,peach,,,,Sample,1.452,4,N2 Lab.Tank,139.6,166.6,213.4,73.8,0,,45.414,,2055,,0.862,10/23/19,19:17:49,44.982,
45,peach,,,,Sample,1.452,5,CO2_zero,244.7,266.5,340.3,95.5,87,,125.308,5006,,-25.232,,10/23/19,19:17:49,,123.355
45,peach,,,,Sample,1.452,6,CO2_zero,356.8,366.2,371.8,15,87,,33.971,3935,,-12.68,,10/23/19,19:17:49,,33.439
45,peach,,,,Sample,1.452,7,CO2_zero,376.6,386,391.7,15,87,,34.191,3932,,-12.713,,10/23/19,19:17:49,,33.655
45,peach,,,,Sample,1.452,8,CO2_zero,396.7,405.9,411.5,14.8,87,,34.082,3932,,-12.8,,10/23/19,19:17:49,,33.549
46,acetanilide,,,,Sample,0.467,1,N2 Lab.Tank,38,47.2,50,11.9,0,,30.538,,3494,,-0.707,10/23/19,19:26:50,30.249,
46,acetanilide,,,,Sample,0.467,2,N2 Lab.Tank,57.9,67.3,70,12.1,0,,30.592,,3495,,-0.973,10/23/19,19:26:50,30.304,
46,acetanilide,,,,Sample,0.467,3,N2 Lab.Tank,77.7,87.2,89.9,12.1,0,,30.722,,3497,,-1.19,10/23/19,19:26:50,30.433,
46,acetanilide,,,,Sample,0.467,4,N2 Lab.Tank,138.8,165.5,221.7,83,0,,53.836,,2414,,-2.331,10/23/19,19:26:50,53.317,
46,acetanilide,,,,Sample,0.467,5,CO2_zero,233.7,270.9,332.1,98.4,87,,61.168,2500,,-33.968,,10/23/19,19:26:50,,60.225
46,acetanilide,,,,Sample,0.467,6,CO2_zero,356.8,366.2,371.4,14.6,87,,33.985,3932,,-12.728,,10/23/19,19:26:50,,33.453
46,acetanilide,,,,Sample,0.467,7,CO2_zero,376.8,386,391.5,14.6,87,,33.741,3932,,-12.78,,10/23/19,19:26:50,,33.213
46,acetanilide,,,,Sample,0.467,8,CO2_zero,396.5,405.9,411.3,14.8,87,,34.159,3928,,-12.8,,10/23/19,19:26:50,,33.624
47,acetanilide,,,,Sample,0.492,1,N2 Lab.Tank,38,47.4,50,11.9,0,,30.041,,3496,,-0.811,10/23/19,19:35:51,29.758,
47,acetanilide,,,,Sample,0.492,2,N2 Lab.Tank,57.9,67.3,70,12.1,0,,30.689,,3497,,-1.049,10/23/19,19:35:51,30.402,
47,acetanilide,,,,Sample,0.492,3,N2 Lab.Tank,77.7,87.2,89.9,12.1,0,,30.612,,3500,,-1.19,10/23/19,19:35:51,30.326,
47,acetanilide,,,,Sample,0.492,4,N2 Lab.Tank,138.4,164.9,222.4,84,0,,56.523,,2551,,-2.224,10/23/19,19:35:51,55.98,
47,acetanilide,,,,Sample,0.492,5,CO2_zero,244.5,270.2,331.5,86.9,87,,63.94,2635,,-32.495,,10/23/19,19:35:51,,62.948
47,acetanilide,,,,Sample,0.492,6,CO2_zero,356.8,366.2,371.8,15,87,,33.618,3927,,-12.812,,10/23/19,19:35:51,,33.092
47,acetanilide,,,,Sample,0.492,7,CO2_zero,376.6,385.8,391.9,15.3,87,,33.961,3916,,-12.851,,10/23/19,19:35:51,,33.429
47,acetanilide,,,,Sample,0.492,8,CO2_zero,396.7,405.9,411.7,15,87,,33.829,3921,,-12.8,,10/23/19,19:35:51,,33.299
48,sorghum,,,,Sample,2.51,1,N2 Lab.Tank,38,47.7,50.4,12.3,0,,59.348,,6834,,-0.873,10/23/19,19:44:32,58.787,
48,sorghum,,,,Sample,2.51,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.171,,6844,,-1.044,10/23/19,19:44:32,59.604,
48,sorghum,,,,Sample,2.51,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.116,,6849,,-1.19,10/23/19,19:44:32,59.55,
48,sorghum,,,,Sample,2.51,4,N2 Lab.Tank,142.3,169.1,213.4,71.1,0,,41.748,,1940,,0.117,10/23/19,19:44:32,41.353,
48,sorghum,,,,Sample,2.51,5,CO2_zero,217.8,264,349.4,131.7,87,,203.653,7701,,-13.881,,10/23/19,19:44:32,,200.462
48,sorghum,,,,Sample,2.51,6,CO2_zero,356.8,366.2,373.1,16.3,87,,33.928,3921,,-12.872,,10/23/19,19:44:32,,33.396
48,sorghum,,,,Sample,2.51,7,CO2_zero,376.6,386,392.5,15.9,87,,34.05,3924,,-12.808,,10/23/19,19:44:32,,33.517
48,sorghum,,,,Sample,2.51,8,CO2_zero,396.7,405.9,411.9,15.3,87,,34.071,3925,,-12.8,,10/23/19,19:44:32,,33.537
49,sorghum,,,,Sample,1.881,1,N2 Lab.Tank,38,47.4,50.6,12.5,0,,60.114,,6850,,-0.859,10/23/19,19:53:14,59.544,
49,sorghum,,,,Sample,1.881,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.165,,6861,,-1.042,10/23/19,19:53:14,59.597,
49,sorghum,,,,Sample,1.881,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.662,,6869,,-1.19,10/23/19,19:53:14,60.089,
49,sorghum,,,,Sample,1.881,4,N2 Lab.Tank,139.8,166.2,213.4,73.6,0,,30.691,,1399,,0.092,10/23/19,19:53:14,30.404,
49,sorghum,,,,Sample,1.881,5,CO2_zero,243.9,264.2,341.7,97.8,87,,150.149,5926,,-13.462,,10/23/19,19:53:14,,147.79
49,sorghum,,,,Sample,1.881,6,CO2_zero,357,366.2,372,15,87,,33.959,3933,,-12.793,,10/23/19,19:53:14,,33.428
49,sorghum,,,,Sample,1.881,7,CO2_zero,376.8,386.2,391.7,14.8,87,,34.159,3936,,-12.816,,10/23/19,19:53:14,,33.624
49,sorghum,,,,Sample,1.881,8,CO2_zero,396.7,406.1,411.5,14.8,87,,34.118,3935,,-12.8,,10/23/19,19:53:14,,33.584
